Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
0.6,1.2,4.23,,0.00604,1.00E-06,1.636,0.002,0.0096119,8.00E-06,7,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,
,,,,,,,,,,,3.11,0.67,0.06,1.89,3.11,0.69,-0.01,0.95,3.11,0.45,0.48,11.56,3.11,0.33,0.01,15.9,3.11,0.5,1.86,-11.18,3.11,0.52,0.83,-8.75,3.11,0.38,-0.12,6.79,3.11,0.44,-0.72,1.87,3.11,0.46,1.35,-3.46,3.11,0.5,-0.9,-6.72,3.11,0.59,-0.63,-16.4
,,,,,,,,,,,3.12,0.67,0.08,1.19,3.12,0.69,0,0.52,3.12,0.45,0.6,11.72,3.12,0.33,0.17,15.96,3.12,0.52,1.72,-14.22,3.12,0.53,0.71,-6.91,3.12,0.38,-0.04,7.84,3.12,0.44,-0.77,7.87,3.12,0.47,1.31,-3.34,3.12,0.49,-1.02,-6.09,3.12,0.58,-0.91,-12.5
,,,,,,,,,,,3.13,0.67,0.08,-0.78,3.13,0.69,0,-0.09,3.13,0.46,0.72,10.37,3.13,0.33,0.33,15.09,3.13,0.54,1.57,-5.1,3.13,0.54,0.69,-8.88,3.13,0.38,0.04,6.93,3.13,0.43,-0.56,16.01,3.13,0.49,1.28,-0.47,3.13,0.48,-1.02,4.63,3.13,0.57,-0.88,3.2
,,,,,,,,,,,3.14,0.67,0.06,-1.46,3.14,0.69,0,0.43,3.14,0.47,0.81,8.73,3.14,0.34,0.48,13.78,3.14,0.55,1.62,-12.47,3.14,0.54,0.53,-13.94,3.14,0.38,0.1,6.49,3.14,0.43,-0.45,3.13,3.14,0.5,1.3,0.97,3.14,0.47,-0.93,6.1,3.14,0.56,-0.85,-4.71
,,,,,,,,,,,3.15,0.67,0.05,-0.68,3.15,0.69,0.01,0.52,3.15,0.47,0.89,14.16,3.15,0.34,0.61,17.63,3.15,0.57,1.33,-23.07,3.15,0.55,0.42,-5.64,3.15,0.39,0.17,6.06,3.15,0.42,-0.5,9.34,3.15,0.51,1.3,-5.61,3.15,0.46,-0.9,2,3.15,0.55,-0.98,-2.31
,,,,,,,,,,,3.16,0.67,0.05,0.78,3.16,0.69,0.01,-0.09,3.16,0.48,1.09,15.49,3.16,0.35,0.83,17.68,3.16,0.58,1.16,-6.26,3.16,0.55,0.42,-7.19,3.16,0.39,0.22,5.48,3.16,0.42,-0.27,19.31,3.16,0.52,1.19,-11.7,3.16,0.45,-0.89,3.19,3.16,0.54,-0.89,2.55
,,,,,,,,,,,3.17,0.67,0.07,1.63,3.17,0.69,0.01,0.43,3.17,0.5,1.2,1,3.17,0.36,0.96,6.99,3.17,0.59,1.2,-13.92,3.17,0.55,0.27,-14.65,3.17,0.39,0.28,6.63,3.17,0.41,-0.11,12.62,3.17,0.54,1.07,-10.49,3.17,0.44,-0.84,6.43,3.17,0.53,-0.93,-3.02
,,,,,,,,,,,3.18,0.67,0.08,-0.18,3.18,0.69,0.02,0.6,3.18,0.51,1.11,-1.31,3.18,0.37,0.97,5.18,3.18,0.6,0.88,-24.86,3.18,0.56,0.13,-11.86,3.18,0.39,0.35,4.66,3.18,0.41,-0.01,7.21,3.18,0.55,0.98,-8.04,3.18,0.43,-0.76,-0.88,3.18,0.52,-0.95,-6.74
,,,,,,,,,,,3.19,0.67,0.06,-1.89,3.19,0.69,0.02,-0.17,3.19,0.52,1.18,6.27,3.19,0.38,1.06,5.16,3.19,0.61,0.7,-18.31,3.19,0.56,0.03,-6.67,3.19,0.4,0.37,4.74,3.19,0.41,0.03,7.75,3.19,0.55,0.91,-12.32,3.19,0.43,-0.85,-1.96,3.19,0.51,-1.06,-6.22
,,,,,,,,,,,3.2,0.67,0.04,-1.11,3.2,0.69,0.01,-1.81,3.2,0.53,1.24,-0.08,3.2,0.39,1.07,-0.9,3.2,0.61,0.51,-18.84,3.2,0.56,-0.01,-7.83,3.2,0.4,0.44,8.82,3.2,0.41,0.14,11.38,3.2,0.56,0.74,-5.93,3.2,0.42,-0.8,11.94,3.2,0.5,-1.08,4.87
,,,,,,,,,,,3.21,0.67,0.04,0.43,3.21,0.69,-0.02,-1.72,3.21,0.54,1.17,6.03,3.21,0.4,1.04,10.62,3.21,0.62,0.33,-19.03,3.21,0.56,-0.12,-10.26,3.21,0.41,0.55,6.93,3.21,0.42,0.26,13.19,3.21,0.57,0.79,-9.77,3.21,0.41,-0.61,13.87,3.21,0.49,-0.96,7.81
,,,,,,,,,,,3.22,0.68,0.05,0.43,3.22,0.69,-0.02,0.77,3.22,0.55,1.36,11.7,3.22,0.41,1.28,20.95,3.22,0.62,0.13,-18.04,3.22,0.56,-0.21,-10.98,3.22,0.41,0.58,2.19,3.22,0.42,0.4,15.15,3.22,0.58,0.54,-28.93,3.22,0.4,-0.52,9.6,3.22,0.48,-0.92,4.33
,,,,,,,,,,,3.23,0.68,0.05,0.51,3.23,0.69,0,1.46,3.23,0.57,1.41,-7.28,3.23,0.42,1.46,5.55,3.23,0.62,-0.03,-17.92,3.23,0.55,-0.34,-9.56,3.23,0.42,0.59,0.96,3.23,0.42,0.56,6.3,3.23,0.58,0.21,-4.75,3.23,0.4,-0.42,8.63,3.23,0.47,-0.88,4.33
,,,,,,,,,,,3.24,0.68,0.06,0.25,3.24,0.69,0.01,0.69,3.24,0.58,1.21,-11.29,3.24,0.44,1.39,-3.62,3.24,0.62,-0.22,-19.19,3.24,0.55,-0.4,-8.59,3.24,0.42,0.6,7.66,3.24,0.43,0.53,2.5,3.24,0.58,0.45,5.52,3.24,0.4,-0.35,8.04,3.24,0.47,-0.83,4.16
,,,,,,,,,,,3.25,0.68,0.05,-1.29,3.25,0.69,0.01,-0.86,3.25,0.6,1.18,-3.68,3.25,0.45,1.39,5.8,3.25,0.62,-0.42,-17.85,3.25,0.54,-0.51,-12.96,3.25,0.43,0.74,9.43,3.25,0.43,0.61,11.14,3.25,0.59,0.32,-19.58,3.25,0.39,-0.26,14.46,3.25,0.46,-0.79,5.51
,,,,,,,,,,,3.26,0.68,0.04,-1.29,3.26,0.69,-0.01,-1.21,3.26,0.61,1.14,-4.37,3.26,0.47,1.51,5.43,3.26,0.61,-0.58,-16.86,3.26,0.54,-0.66,-7.1,3.26,0.44,0.79,-1.82,3.26,0.44,0.75,7.7,3.26,0.59,0.05,-28.85,3.26,0.39,-0.06,8.78,3.26,0.45,-0.72,6.27
,,,,,,,,,,,3.27,0.68,0.03,-1.29,3.27,0.69,-0.01,0.86,3.27,0.62,1.09,-6.08,3.27,0.48,1.5,-7.62,3.27,0.61,-0.76,-16,3.27,0.53,-0.66,-1.87,3.27,0.45,0.71,-5.15,3.27,0.45,0.76,3.56,3.27,0.59,-0.26,-15.19,3.27,0.39,-0.09,-3.04,3.27,0.44,-0.67,8.48
,,,,,,,,,,,3.28,0.68,0.01,-1.54,3.28,0.69,0.01,1.21,3.28,0.63,1.02,-8.02,3.28,0.5,1.36,-8.62,3.28,0.6,-0.9,-22.23,3.28,0.52,-0.7,-7.28,3.28,0.45,0.69,-1.28,3.28,0.46,0.82,6.15,3.28,0.58,-0.25,-4.65,3.28,0.39,-0.12,13.7,3.28,0.44,-0.55,6.49
,,,,,,,,,,,3.29,0.68,0,-0.08,3.29,0.69,0.01,-0.86,3.29,0.64,0.93,-8.53,3.29,0.51,1.33,-3.66,3.29,0.59,-1.2,-23.8,3.29,0.52,-0.8,-8.05,3.29,0.46,0.68,-1.23,3.29,0.47,0.89,4.99,3.29,0.59,-0.35,-12.23,3.29,0.39,0.19,20.58,3.29,0.43,-0.54,1.59
,,,,,,,,,,,3.3,0.68,0.01,0.6,3.3,0.69,-0.01,-1.21,3.3,0.65,0.85,-8.46,3.3,0.52,1.29,-7.7,3.3,0.57,-1.38,-7.04,3.3,0.51,-0.86,-5.76,3.3,0.47,0.66,-1.71,3.3,0.47,0.92,2.37,3.3,0.58,-0.49,-3.2,3.3,0.39,0.29,0.09,3.3,0.43,-0.52,10.25
,,,,,,,,,,,3.31,0.68,0.01,-0.43,3.31,0.69,-0.01,0.86,3.31,0.66,0.76,-8.56,3.31,0.53,1.17,-11.26,3.31,0.56,-1.34,0.66,3.31,0.5,-0.92,-8.77,3.31,0.47,0.65,-1.71,3.31,0.48,0.93,3.41,3.31,0.58,-0.41,-17.44,3.31,0.39,0.19,-2.19,3.31,0.42,-0.33,15.67
,,,,,,,,,,,3.32,0.68,0,-0.51,3.32,0.69,0.01,1.12,3.32,0.66,0.68,-10.87,3.32,0.55,1.06,-7.85,3.32,0.55,-1.36,-6.52,3.32,0.49,-1.04,-5.49,3.32,0.48,0.63,-2.02,3.32,0.49,0.99,7.47,3.32,0.57,-0.84,-18.44,3.32,0.4,0.25,10.73,3.32,0.42,-0.21,10.5
,,,,,,,,,,,3.33,0.68,0,0.08,3.33,0.69,0.01,-0.34,3.33,0.67,0.55,-12.75,3.33,0.56,1.02,0.38,3.33,0.53,-1.47,-13.43,3.33,0.48,-1.03,4.06,3.33,0.48,0.61,0.87,3.33,0.5,1.08,3.77,3.33,0.56,-0.78,0.83,3.33,0.4,0.4,10.91,3.33,0.42,-0.12,8.88
,,,,,,,,,,,3.34,0.68,0,-0.43,3.34,0.69,0,-0.95,3.34,0.67,0.42,-10.45,3.34,0.57,1.07,-2.82,3.34,0.52,-1.63,-10.93,3.34,0.47,-0.96,3.02,3.34,0.49,0.65,-0.95,3.34,0.52,1.07,-5.43,3.34,0.55,-0.83,-15.51,3.34,0.4,0.47,8.53,3.34,0.42,-0.03,10.32
,,,,,,,,,,,3.35,0.68,-0.01,-0.51,3.35,0.69,-0.01,-0.6,3.35,0.68,0.34,-11.76,3.35,0.58,0.96,-18.74,3.35,0.5,-1.69,-7.35,3.35,0.46,-0.97,-0.77,3.35,0.5,0.59,-14.54,3.35,0.53,0.98,-6.79,3.35,0.54,-1.09,-10.79,3.35,0.41,0.57,13.21,3.35,0.42,0.08,10.57
,,,,,,,,,,,3.36,0.68,-0.01,0.08,3.36,0.69,-0.01,0.43,3.36,0.68,0.19,-13.99,3.36,0.59,0.69,-20.25,3.36,0.48,-1.78,-8.71,3.36,0.45,-0.97,2.59,3.36,0.5,0.36,-9.7,3.36,0.53,0.93,-4.87,3.36,0.53,-1.04,-1.13,3.36,0.42,0.73,10.88,3.36,0.42,0.18,8.16
,,,,,,,,,,,3.37,0.68,-0.01,-0.26,3.37,0.69,0,0.52,3.37,0.68,0.06,-9.88,3.37,0.59,0.55,-13.19,3.37,0.46,-1.86,-2.23,3.37,0.44,-0.91,-1.64,3.37,0.5,0.39,3.72,3.37,0.54,0.88,3.37,3.37,0.52,-1.12,-5.34,3.37,0.42,0.79,1.48,3.37,0.42,0.25,7.99
,,,,,,,,,,,3.38,0.68,-0.01,-1.29,3.38,0.69,0,0,3.38,0.68,-0.01,-9.47,3.38,0.6,0.43,-13.79,3.38,0.45,-1.82,5.41,3.38,0.43,-1,0.86,3.38,0.51,0.43,-4.38,3.38,0.55,1,0.51,3.38,0.51,-1.15,-7.92,3.38,0.43,0.76,-0.75,3.38,0.42,0.34,8.78
,,,,,,,,,,,3.39,0.68,-0.03,-1.46,3.39,0.69,0,0,3.39,0.68,-0.13,-12.14,3.39,0.6,0.28,-13.45,3.39,0.43,-1.76,7.75,3.39,0.42,-0.9,9.33,3.39,0.51,0.31,-10.74,3.39,0.56,0.89,-19.69,3.39,0.5,-1.27,-8.29,3.39,0.44,0.78,2.02,3.39,0.43,0.42,14.68
,,,,,,,,,,,3.4,0.68,-0.04,-0.51,3.4,0.69,0,-0.09,3.4,0.68,-0.25,-11.72,3.4,0.6,0.16,-12.23,3.4,0.41,-1.67,8.96,3.4,0.41,-0.82,2.41,3.4,0.52,0.22,-7.49,3.4,0.57,0.61,-13.75,3.4,0.48,-1.31,2.28,3.4,0.45,0.8,2.99,3.4,0.43,0.63,15.28
,,,,,,,,,,,3.41,0.68,-0.04,2.78E-13,3.41,0.69,0,0.43,3.41,0.68,-0.37,-11.22,3.41,0.6,0.03,-13.76,3.41,0.39,-1.58,6.74,3.41,0.4,-0.85,7.68,3.41,0.52,0.16,-5.75,3.41,0.58,0.61,8.67,3.41,0.47,-1.23,5.2,3.41,0.46,0.84,3.22,3.41,0.44,0.73,1.37
,,,,,,,,,,,3.42,0.68,-0.04,5.55E-13,3.42,0.69,0.01,0.6,3.42,0.67,-0.48,-11.39,3.42,0.6,-0.12,-13.93,3.42,0.38,-1.53,4.57,3.42,0.4,-0.66,18.08,3.42,0.52,0.1,-7.61,3.42,0.58,0.78,5.29,3.42,0.46,-1.21,2.39,3.42,0.46,0.87,1.39,3.42,0.45,0.66,-0.24
,,,,,,,,,,,3.43,0.68,-0.04,-0.17,3.43,0.69,0.01,-0.43,3.43,0.67,-0.59,-10.71,3.43,0.6,-0.24,-12.93,3.43,0.36,-1.49,7.12,3.43,0.39,-0.49,6.37,3.43,0.52,0,-8.99,3.43,0.59,0.72,-16.21,3.43,0.45,-1.18,-3.6,3.43,0.47,0.87,0,3.43,0.45,0.72,5.61
,,,,,,,,,,,3.44,0.68,-0.05,0.86,3.44,0.69,0,-0.52,3.44,0.66,-0.69,-8.74,3.44,0.6,-0.37,-13.09,3.44,0.35,-1.39,4.93,3.44,0.39,-0.54,2.77,3.44,0.52,-0.08,-6.22,3.44,0.6,0.45,-18.18,3.44,0.44,-1.28,-3.97,3.44,0.48,0.87,3.8,3.44,0.46,0.77,5.24
,,,,,,,,,,,3.45,0.67,-0.03,1.11,3.45,0.69,0,0,3.45,0.65,-0.77,-8.3,3.45,0.59,-0.51,-11.44,3.45,0.34,-1.39,7.48,3.45,0.38,-0.43,10.24,3.45,0.52,-0.12,-4.41,3.45,0.6,0.36,-8.07,3.45,0.42,-1.26,11.58,3.45,0.49,0.94,1.9,3.45,0.47,0.83,4.45
,,,,,,,,,,,3.46,0.67,-0.02,-0.43,3.46,0.69,0,0.09,3.46,0.64,-0.86,-8.12,3.46,0.59,-0.6,-16.84,3.46,0.32,-1.24,21.71,3.46,0.38,-0.33,1.91,3.46,0.52,-0.17,-6.95,3.46,0.6,0.29,-8.2,3.46,0.41,-1.05,21.86,3.46,0.5,0.9,-6.35,3.46,0.48,0.86,2.99
,,,,,,,,,,,3.47,0.67,-0.03,-0.43,3.47,0.69,0,-0.43,3.47,0.64,-0.93,-6.15,3.47,0.58,-0.84,-12.57,3.47,0.31,-0.95,22.17,3.47,0.37,-0.39,8.38,3.47,0.51,-0.26,-6.72,3.47,0.61,0.19,-10.96,3.47,0.4,-0.82,12.71,3.47,0.51,0.81,-7.02,3.47,0.49,0.89,3.24
,,,,,,,,,,,3.48,0.67,-0.03,-0.43,3.48,0.69,-0.01,-0.6,3.48,0.63,-0.98,-5.64,3.48,0.57,-0.85,1.09,3.48,0.3,-0.8,10.7,3.48,0.37,-0.16,15.82,3.48,0.51,-0.3,-4.68,3.48,0.61,0.07,-9.61,3.48,0.39,-0.8,2.55,3.48,0.52,0.76,-5.56,3.48,0.5,0.93,1.01
,,,,,,,,,,,3.49,0.67,-0.04,-0.6,3.49,0.69,-0.01,0.43,3.49,0.62,-1.04,-4.75,3.49,0.56,-0.82,-8.49,3.49,0.3,-0.74,11.64,3.49,0.37,-0.08,7.76,3.49,0.51,-0.35,-4.49,3.49,0.61,-4.85E-04,-8.45,3.49,0.39,-0.77,7.24,3.49,0.52,0.7,-5.55,3.49,0.5,0.91,3.01
,,,,,,,,,,,3.5,0.67,-0.04,0.43,3.5,0.69,0,0.52,3.5,0.6,-1.08,-12.49,3.5,0.55,-1.02,-20.36,3.5,0.29,-0.57,23.26,3.5,0.37,-0.01,12.08,3.5,0.5,-0.39,-9.98,3.5,0.61,-0.1,-9.55,3.5,0.38,-0.65,8.78,3.5,0.53,0.65,-5.49,3.5,0.51,0.99,4.56
,,,,,,,,,,,3.51,0.67,-0.03,0.51,3.51,0.69,0,0,3.51,0.59,-1.29,-2.48,3.51,0.54,-1.23,-12.73,3.51,0.28,-0.27,24.21,3.51,0.37,0.16,12.39,3.51,0.5,-0.55,-10.93,3.51,0.61,-0.19,-9.05,3.51,0.37,-0.6,2.72,3.51,0.54,0.59,-5.85,3.51,0.52,1,-7.29
,,,,,,,,,,,3.52,0.67,-0.03,-0.08,3.52,0.69,0,0,3.52,0.58,-1.13,10.74,3.52,0.53,-1.28,1.4,3.52,0.28,-0.08,17.78,3.52,0.37,0.24,4.15,3.52,0.49,-0.61,0.36,3.52,0.6,-0.28,-8.01,3.52,0.37,-0.6,4.87,3.52,0.54,0.54,-6.71,3.52,0.53,0.84,-8.93
,,,,,,,,,,,3.53,0.67,-0.04,0.35,3.53,0.69,0,-0.09,3.53,0.57,-1.08,-7.92,3.53,0.52,-1.2,0.97,3.53,0.28,0.08,15.93,3.53,0.38,0.25,4.96,3.53,0.49,-0.55,1.3,3.53,0.6,-0.35,-16.35,3.53,0.36,-0.5,17.2,3.53,0.55,0.46,-7.71,3.53,0.54,0.82,4.27
,,,,,,,,,,,3.54,0.67,-0.03,0.94,3.54,0.69,0,0.43,3.54,0.56,-1.28,-1.94,3.54,0.51,-1.26,-3.3,3.54,0.28,0.24,15.41,3.54,0.38,0.34,11.29,3.54,0.48,-0.58,-2.28,3.54,0.6,-0.6,-10.16,3.54,0.36,-0.25,18.26,3.54,0.55,0.38,-8.55,3.54,0.55,0.93,-0.62
,,,,,,,,,,,3.55,0.67,-0.02,0.43,3.55,0.69,0.01,0.6,3.55,0.55,-1.12,9.52,3.55,0.49,-1.27,-1.24,3.55,0.29,0.39,15.3,3.55,0.38,0.47,10.38,3.55,0.48,-0.59,-1.3,3.55,0.59,-0.55,8.22,3.55,0.36,-0.13,12.1,3.55,0.55,0.29,-2.56,3.55,0.56,0.81,-9.46
,,,,,,,,,,,3.56,0.67,-0.02,0.43,3.56,0.69,0.01,-0.34,3.56,0.54,-1.09,3.08,3.56,0.48,-1.28,-1.4,3.56,0.29,0.54,22.34,3.56,0.39,0.55,5.13,3.56,0.47,-0.61,-1.41,3.56,0.59,-0.44,-4.79,3.56,0.35,-0.01,11.56,3.56,0.56,0.33,-0.83,3.56,0.57,0.74,-0.73
,,,,,,,,,,,3.57,0.67,-0.01,0.51,3.57,0.69,0,-0.95,3.57,0.52,-1.06,6,3.57,0.47,-1.29,-4.61,3.57,0.3,0.84,22.46,3.57,0.39,0.58,4.89,3.57,0.46,-0.62,-0.49,3.57,0.58,-0.65,-20.95,3.57,0.35,0.1,12.03,3.57,0.56,0.27,-13.18,3.57,0.57,0.79,-16.75
,,,,,,,,,,,3.58,0.67,-0.01,-0.08,3.58,0.69,-0.01,-0.6,3.58,0.51,-0.97,6.57,3.58,0.45,-1.38,-3.66,3.58,0.31,0.99,8.48,3.58,0.4,0.64,7.37,3.58,0.46,-0.62,-1.39E-13,3.58,0.57,-0.86,-12.45,3.58,0.36,0.23,12.1,3.58,0.56,0.07,-14.11,3.58,0.58,0.4,-17.18
,,,,,,,,,,,3.59,0.67,-0.01,0.35,3.59,0.69,-0.01,0.43,3.59,0.5,-0.92,6.49,3.59,0.44,-1.37,10.04,3.59,0.32,1.01,13.39,3.59,0.41,0.72,6.56,3.59,0.45,-0.62,-0.22,3.59,0.56,-0.9,2.14,3.59,0.36,0.34,11.19,3.59,0.56,-0.01,-14.77,3.59,0.58,0.45,9.3
,,,,,,,,,,,3.6,0.67,0,0.94,3.6,0.69,0,0.52,3.6,0.5,-0.84,2.93,3.6,0.43,-1.18,5.05,3.6,0.33,1.26,17.82,3.6,0.41,0.77,4.59,3.6,0.45,-0.62,1.94,3.6,0.55,-0.81,3.94,3.6,0.36,0.45,10.94,3.6,0.56,-0.23,-15.81,3.6,0.59,0.59,-5.9
,,,,,,,,,,,3.61,0.67,0.01,0.51,3.61,0.69,0,0,3.61,0.49,-0.87,2.4,3.61,0.42,-1.27,5.56,3.61,0.34,1.36,4.3,3.61,0.42,0.82,9.57,3.61,0.44,-0.58,0.44,3.61,0.55,-0.82,-10.25,3.61,0.37,0.56,8.65,3.61,0.56,-0.33,-1.23,3.61,0.59,0.33,-16.61
,,,,,,,,,,,3.62,0.67,0.01,-0.08,3.62,0.69,0,0,3.62,0.48,-0.8,14.51,3.62,0.4,-1.06,23.93,3.62,0.36,1.35,3.29,3.62,0.43,0.97,9.47,3.62,0.43,-0.62,-4.46,3.62,0.54,-1.02,-3.53,3.62,0.37,0.63,7.65,3.62,0.56,-0.25,-0.61,3.62,0.6,0.26,-8.36
,,,,,,,,,,,3.63,0.67,0.01,0.43,3.63,0.69,0,-0.09,3.63,0.47,-0.58,16.65,3.63,0.4,-0.79,10.85,3.63,0.37,1.43,5.54,3.63,0.44,1,-2.3,3.63,0.43,-0.67,4,3.63,0.53,-0.89,15.81,3.63,0.38,0.71,8.41,3.63,0.55,-0.34,-8.9,3.63,0.6,0.16,-10.03
,,,,,,,,,,,3.64,0.67,0.02,0.43,3.64,0.69,0,0.43,3.64,0.47,-0.46,11.11,3.64,0.39,-0.85,1.73,3.64,0.38,1.46,-4.09,3.64,0.45,0.92,-5.14,3.64,0.42,-0.54,11.63,3.64,0.52,-0.7,-5.27,3.64,0.39,0.79,5.49,3.64,0.55,-0.43,-7.11,3.64,0.6,0.06,-9.18
,,,,,,,,,,,3.65,0.67,0.02,0.35,3.65,0.69,0.01,0.6,3.65,0.46,-0.35,12.07,3.65,0.38,-0.75,10.24,3.65,0.4,1.35,4.67,3.65,0.46,0.9,-1.34,3.65,0.42,-0.44,4.1,3.65,0.51,-1,-13.56,3.65,0.4,0.82,5.63,3.65,0.54,-0.48,-5.61,3.65,0.6,-0.02,-8.1
,,,,,,,,,,,3.66,0.67,0.02,0.94,3.66,0.69,0.01,-0.43,3.66,0.46,-0.22,12.23,3.66,0.37,-0.64,11.58,3.66,0.41,1.55,18.93,3.66,0.47,0.89,-0.67,3.66,0.41,-0.45,1.85,3.66,0.5,-0.97,7.78,3.66,0.41,0.91,8.69,3.66,0.54,-0.54,-5.75,3.66,0.6,-0.11,-8.68
,,,,,,,,,,,3.67,0.67,0.03,0.43,3.67,0.69,0,-0.52,3.67,0.46,-0.11,10.64,3.67,0.37,-0.52,12.52,3.67,0.43,1.73,1.98,3.67,0.48,0.89,-2.57,3.67,0.41,-0.4,4.5,3.67,0.49,-0.84,8.3,3.67,0.41,1,11.53,3.67,0.53,-0.6,-4.69,3.67,0.6,-0.19,-8.19
,,,,,,,,,,,3.68,0.67,0.03,0.35,3.68,0.69,0,0,3.68,0.46,-0.01,11.55,3.68,0.36,-0.39,12.56,3.68,0.45,1.59,-1.71,3.68,0.49,0.84,0.88,3.68,0.4,-0.36,6.55,3.68,0.48,-0.81,4.38,3.68,0.43,1.14,8.97,3.68,0.53,-0.64,-5.31,3.68,0.6,-0.27,-6.86
,,,,,,,,,,,3.69,0.67,0.04,1.03,3.69,0.69,0,0,3.69,0.46,0.12,12.14,3.69,0.36,-0.27,12.02,3.69,0.46,1.69,4.27,3.69,0.49,0.91,2.23,3.69,0.4,-0.27,10.26,3.69,0.48,-0.75,3.84,3.69,0.44,1.18,-2.42,3.69,0.52,-0.7,-4.71,3.69,0.59,-0.33,-17.55
,,,,,,,,,,,3.7,0.67,0.05,0.17,3.7,0.69,0,0,3.7,0.46,0.23,11.16,3.7,0.36,-0.15,12.26,3.7,0.48,1.67,-9.31,3.7,0.5,0.89,-8.24,3.7,0.4,-0.16,7.19,3.7,0.47,-0.73,3.98,3.7,0.45,1.09,-4.22,3.7,0.51,-0.73,-1.17,3.7,0.59,-0.62,-9.21
,,,,,,,,,,,3.71,0.67,0.04,-0.94,3.71,0.69,0,0,3.71,0.46,0.35,11.26,3.71,0.35,-0.03,14.62,3.71,0.5,1.5,-13.78,3.71,0.51,0.74,-10.6,3.71,0.4,-0.13,4.15,3.71,0.46,-0.67,6.92,3.71,0.46,1.09,-0.74,3.71,0.51,-0.73,-5.54,3.71,0.58,-0.51,12.94
,,,,,,,,,,,3.72,0.67,0.03,-0.6,3.72,0.69,0,0,3.72,0.47,0.46,10.34,3.72,0.35,0.14,14.96,3.72,0.51,1.4,-10.38,3.72,0.52,0.67,-11.92,3.72,0.4,-0.08,5.54,3.72,0.46,-0.59,7.53,3.72,0.47,1.07,-1.64,3.72,0.5,-0.84,-7.35,3.72,0.58,-0.36,-10.04
,,,,,,,,,,,3.73,0.67,0.03,0.35,3.73,0.69,0,0.09,3.73,0.47,0.55,9.36,3.73,0.36,0.27,11.2,3.73,0.52,1.3,0.9,3.73,0.52,0.5,-7.03,3.73,0.4,-0.02,6.27,3.73,0.45,-0.52,2.06,3.73,0.48,1.06,-2.07,3.73,0.49,-0.87,2.77,3.73,0.57,-0.72,-20.79
,,,,,,,,,,,3.74,0.67,0.04,0.86,3.74,0.69,0,-0.43,3.74,0.48,0.65,13.38,3.74,0.36,0.37,10.62,3.74,0.54,1.42,0.59,3.74,0.53,0.53,2.33,3.74,0.4,0.05,3.87,3.74,0.44,-0.55,1.65,3.74,0.49,1.03,-2.17,3.74,0.48,-0.79,5.19,3.74,0.57,-0.78,-2.25
,,,,,,,,,,,3.75,0.68,0.05,0.86,3.75,0.69,-0.01,-0.6,3.75,0.48,0.82,13.55,3.75,0.36,0.49,11.7,3.75,0.55,1.31,-17.84,3.75,0.54,0.55,-7.84,3.75,0.4,0.06,3.62,3.75,0.44,-0.49,13.74,3.75,0.5,1.01,-5.71,3.75,0.47,-0.77,1.67,3.75,0.56,-0.76,-1.72
,,,,,,,,,,,3.76,0.68,0.06,1.11,3.76,0.69,-0.01,0.43,3.76,0.49,0.92,4.57,3.76,0.37,0.6,10.45,3.76,0.56,1.06,-28.15,3.76,0.54,0.38,-13.96,3.76,0.4,0.12,5.96,3.76,0.44,-0.28,15.1,3.76,0.51,0.92,-1.44,3.76,0.47,-0.75,2.05,3.76,0.55,-0.81,-2.08
,,,,,,,,,,,3.77,0.68,0.07,-0.09,3.77,0.69,0,0.52,3.77,0.5,0.91,1.82,3.77,0.38,0.7,9.28,3.77,0.57,0.75,-26.05,3.77,0.54,0.27,-9.01,3.77,0.4,0.18,6.39,3.77,0.43,-0.19,7.11,3.77,0.52,0.99,2.12,3.77,0.46,-0.73,2.97,3.77,0.54,-0.8,1.23
