Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
0.6,1.2,4.23,,0.00604,1.00E-06,1.636,0.002,0.0096119,8.00E-06,7,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,
,,,,,,,,,,,7.97,0.43,0.94,-3.55,7.97,0.54,0.17,4.25,7.97,0.57,-0.06,-4.26,7.97,0.46,0.05,4.84,7.97,0.49,0.55,3.99,7.97,0.49,0.25,-2.64,7.97,0.47,0,1.29,7.97,0.54,-0.16,1.95,7.97,0.48,0.19,0.55,7.97,0.51,-0.01,0.92,7.97,0.55,-0.07,2.86
,,,,,,,,,,,7.98,0.43,0.88,1.37,7.98,0.55,0.29,8.61,7.98,0.56,0.14,20.3,7.98,0.46,0.11,4.04,7.98,0.5,0.54,-7.17,7.98,0.5,0.17,-6.08,7.98,0.47,0.02,1.41,7.98,0.53,-0.13,3.98,7.98,0.49,0.2,-0.19,7.98,0.51,0.01,0.56,7.98,0.55,-0.03,1.48
,,,,,,,,,,,7.99,0.44,0.97,1.45,7.99,0.55,0.34,1.86,7.99,0.57,0.35,-5.02,7.99,0.46,0.13,2.46,7.99,0.5,0.41,-8.77,7.99,0.5,0.13,-2.33,7.99,0.47,0.03,0.43,7.99,0.53,-0.08,0.07,7.99,0.49,0.18,-2.33,7.99,0.51,0,-0.37,7.99,0.55,-0.04,-2.87
,,,,,,,,,,,8,0.45,0.91,-4.12,8,0.55,0.33,2.39,8,0.57,0.04,-6.5,8,0.46,0.16,3.38,8,0.51,0.37,-3.86,8,0.5,0.12,-0.8,8,0.47,0.02,0.37,8,0.53,-0.12,-1.29,8,0.49,0.15,-0.86,8,0.51,0,-0.48,8,0.55,-0.09,-4.63
,,,,,,,,,,,8.01,0.46,0.88,-1.64,8.01,0.56,0.39,13.93,8.01,0.57,0.22,20.46,8.01,0.47,0.2,3.92,8.01,0.51,0.33,-3.86,8.01,0.5,0.11,-1.1,8.01,0.47,0.03,0.8,8.01,0.53,-0.11,5.16,8.01,0.49,0.17,-0.8,8.01,0.51,-0.01,-4.2,8.01,0.55,-0.14,0.38
,,,,,,,,,,,8.02,0.47,0.88,-2.44,8.02,0.56,0.61,10.17,8.02,0.58,0.45,4.93,8.02,0.47,0.24,3.55,8.02,0.51,0.29,-3.86,8.02,0.5,0.1,-2.39,8.02,0.47,0.04,1.23,8.02,0.53,-0.02,5.82,8.02,0.49,0.14,-1.41,8.02,0.51,-0.08,0.9,8.02,0.55,-0.08,4.83
,,,,,,,,,,,8.03,0.48,0.84,-0.04,8.03,0.57,0.6,-18.39,8.03,0.58,0.32,-6.51,8.03,0.47,0.27,2.63,8.03,0.51,0.26,-3.8,8.03,0.5,0.07,-4.06,8.03,0.47,0.06,1.78,8.03,0.53,0.01,0.86,8.03,0.49,0.14,-0.06,8.03,0.5,0.01,8.45,8.03,0.55,-0.04,-2.15
,,,,,,,,,,,8.04,0.49,0.88,1.79,8.04,0.57,0.24,-6.19,8.04,0.58,0.32,-0.07,8.04,0.47,0.29,2.09,8.04,0.52,0.21,-4.03,8.04,0.5,0.02,-2.77,8.04,0.47,0.08,1.47,8.04,0.53,0,0.26,8.04,0.5,0.14,-2.95,8.04,0.51,0.09,0.08,8.04,0.55,-0.12,-3.04
,,,,,,,,,,,8.05,0.5,0.87,-8.68,8.05,0.57,0.47,12.36,8.05,0.59,0.32,0.28,8.05,0.48,0.31,2.69,8.05,0.52,0.18,-5.95,8.05,0.5,0.01,-1.23,8.05,0.47,0.09,0.06,8.05,0.53,0.02,4.73,8.05,0.5,0.08,-4.43,8.05,0.51,0.01,-4.37,8.05,0.55,-0.1,3.99
,,,,,,,,,,,8.06,0.5,0.71,-11.48,8.06,0.58,0.49,-3.33,8.06,0.59,0.32,1.36,8.06,0.48,0.34,1.71,8.06,0.52,0.09,-6.84,8.06,0.5,-0.01,-1.78,8.06,0.47,0.08,-0.61,8.06,0.53,0.09,5.66,8.06,0.5,0.05,3.38,8.06,0.51,0,-0.49,8.06,0.55,-0.04,0.68
,,,,,,,,,,,8.07,0.51,0.64,-8.76,8.07,0.58,0.4,5.41,8.07,0.59,0.34,1.01,8.07,0.48,0.35,1.53,8.07,0.52,0.04,-4,8.07,0.5,-0.02,-1.35,8.07,0.47,0.08,0.8,8.07,0.53,0.13,-1.42,8.07,0.5,0.15,5.3,8.07,0.51,0,-0.06,8.07,0.55,-0.09,-5.12
,,,,,,,,,,,8.08,0.52,0.53,-7.73,8.08,0.59,0.6,2.32,8.08,0.6,0.34,0.08,8.08,0.49,0.37,2.69,8.08,0.52,0.01,-3.21,8.08,0.5,-0.03,-0.74,8.08,0.47,0.09,1.41,8.08,0.53,0.06,-1.23,8.08,0.5,0.15,-5.83,8.08,0.51,0,0.37,8.08,0.55,-0.15,0.11
,,,,,,,,,,,8.09,0.52,0.49,-3.69,8.09,0.6,0.45,-8.6,8.09,0.6,0.35,-0.35,8.09,0.49,0.4,5.58,8.09,0.52,-0.03,-1.26,8.09,0.5,-0.04,-1.6,8.09,0.47,0.1,0.19,8.09,0.53,0.1,5.13,8.09,0.5,0.03,-7.49,8.09,0.51,0.01,1.05,8.09,0.54,-0.09,6.41
,,,,,,,,,,,8.1,0.53,0.46,-7.69,8.1,0.6,0.43,-2.57,8.1,0.6,0.34,-0.86,8.1,0.49,0.48,3.2,8.1,0.52,-0.01,-4.34,8.1,0.5,-0.07,-2.71,8.1,0.48,0.1,1.97,8.1,0.54,0.16,2.55,8.1,0.5,0,-6.83,8.1,0.51,0.02,-0.37,8.1,0.54,-0.02,0.97
,,,,,,,,,,,8.11,0.53,0.33,-11.61,8.11,0.6,0.4,-2.57,8.11,0.61,0.33,-0.78,8.11,0.5,0.47,-5.27,8.11,0.52,-0.11,-7.77,8.11,0.5,-0.09,-1.85,8.11,0.48,0.14,4.03,8.11,0.54,0.15,-0.83,8.11,0.5,-0.11,-0.81,8.11,0.51,0,-1.05,8.11,0.54,-0.07,-3.28
,,,,,,,,,,,8.12,0.53,0.22,-8.35,8.12,0.61,0.37,-2.57,8.12,0.61,0.32,-1.13,8.12,0.5,0.38,-4.79,8.12,0.52,-0.17,-4.18,8.12,0.5,-0.1,-0.8,8.12,0.48,0.18,-0.5,8.12,0.54,0.15,2.22,8.12,0.5,-0.01,3.4,8.12,0.51,0,0.49,8.12,0.54,-0.08,-1.63
,,,,,,,,,,,8.13,0.53,0.17,-6.33,8.13,0.61,0.35,-2.5,8.13,0.61,0.31,-2.22,8.13,0.51,0.37,-0.86,8.13,0.52,-0.2,-5.3,8.13,0.5,-0.11,-1.35,8.13,0.48,0.13,-3.68,8.13,0.54,0.2,1.85,8.13,0.5,-0.04,-7.45,8.13,0.51,0.01,0.06,8.13,0.54,-0.1,0.32
,,,,,,,,,,,8.14,0.54,0.1,-10.45,8.14,0.61,0.32,-2.85,8.14,0.61,0.28,-1.79,8.14,0.51,0.36,-0.73,8.14,0.52,-0.27,-4.63,8.14,0.5,-0.13,-0.92,8.14,0.48,0.1,-1.78,8.14,0.54,0.18,0.45,8.14,0.5,-0.16,-0.19,8.14,0.51,0,-0.56,8.14,0.54,-0.08,4.37
,,,,,,,,,,,8.15,0.54,-0.04,-9.73,8.15,0.62,0.29,-3.86,8.15,0.62,0.27,-0.98,8.15,0.51,0.36,-1.07,8.15,0.51,-0.29,-2.09,8.15,0.5,-0.13,-0.25,8.15,0.48,0.1,-1.35,8.15,0.54,0.21,4.32,8.15,0.5,-0.04,5.17,8.15,0.51,0,0.49,8.15,0.54,-0.01,4.48
,,,,,,,,,,,8.16,0.54,-0.1,-7.35,8.16,0.62,0.25,-3.86,8.16,0.62,0.26,-3.01,8.16,0.52,0.34,-5.68,8.16,0.51,-0.31,-2.59,8.16,0.49,-0.13,-1.84,8.16,0.48,0.08,-0.98,8.16,0.55,0.27,-2.5,8.16,0.5,-0.06,2.28,8.16,0.51,0.01,0.06,8.16,0.54,0.01,0.14
,,,,,,,,,,,8.17,0.53,-0.19,-10.94,8.17,0.62,0.21,-3.79,8.17,0.62,0.21,-3.16,8.17,0.52,0.24,-10.18,8.17,0.51,-0.34,-2.71,8.17,0.49,-0.16,-1.11,8.17,0.48,0.08,0.06,8.17,0.55,0.16,-0.82,8.17,0.5,0,-1.16,8.17,0.51,0,-0.56,8.17,0.54,-0.01,-1.06
,,,,,,,,,,,8.18,0.53,-0.32,-6.67,8.18,0.62,0.17,-4.29,8.18,0.62,0.19,-1.99,8.18,0.52,0.14,4.71,8.18,0.5,-0.37,-1.73,8.18,0.49,-0.16,1.04,8.18,0.48,0.08,-0.43,8.18,0.55,0.26,6.88,8.18,0.5,-0.08,-10.28,8.18,0.51,0,0.49,8.18,0.54,-0.01,0.43
,,,,,,,,,,,8.19,0.53,-0.32,-4.58,8.19,0.63,0.13,-4.3,8.19,0.63,0.17,-3.01,8.19,0.52,0.34,10.79,8.19,0.5,-0.38,-1.42,8.19,0.49,-0.14,0.18,8.19,0.49,0.07,-0.43,8.19,0.55,0.3,-6.91,8.19,0.49,-0.2,-1.24,8.19,0.51,0.01,0.06,8.19,0.54,0,0.5
,,,,,,,,,,,8.2,0.53,-0.41,-9.32,8.2,0.63,0.09,-4.38,8.2,0.63,0.13,-3.01,8.2,0.53,0.35,-8.82,8.2,0.49,-0.4,-4,8.2,0.49,-0.15,-5.22,8.2,0.49,0.07,-0.31,8.2,0.56,0.12,2.04,8.2,0.49,-0.11,5.97,8.2,0.51,0,0.01,8.2,0.54,0,-0.07
,,,,,,,,,,,8.21,0.52,-0.51,-7.48,8.21,0.63,0.04,-3.95,8.21,0.63,0.11,-3.01,8.21,0.53,0.16,-12.03,8.21,0.49,-0.46,-3.15,8.21,0.49,-0.25,-1.96,8.21,0.49,0.06,-1.23,8.21,0.56,0.34,9.08,8.21,0.49,-0.08,-0.25,8.21,0.51,0.01,-4.01,8.21,0.54,0,1.31
,,,,,,,,,,,8.22,0.52,-0.56,-6.54,8.22,0.63,0.01,-3.44,8.22,0.63,0.07,-3.09,8.22,0.53,0.11,0.86,8.22,0.49,-0.46,-2.21,8.22,0.48,-0.19,4.05,8.22,0.49,0.05,-1.84,8.22,0.56,0.3,-15.43,8.22,0.49,-0.11,-2.09,8.22,0.51,-0.08,-0.65,8.22,0.54,0.03,-5.09
,,,,,,,,,,,8.23,0.51,-0.64,-6.31,8.23,0.63,-0.03,-3.36,8.23,0.63,0.05,-2.5,8.23,0.53,0.18,2.26,8.23,0.48,-0.5,-2.32,8.23,0.48,-0.17,-1.28,8.23,0.49,0.03,-0.98,8.23,0.56,0.03,2.12,8.23,0.49,-0.12,0.86,8.23,0.51,0,9,8.23,0.54,-0.1,-7.75
,,,,,,,,,,,8.24,0.5,-0.68,-3.71,8.24,0.63,-0.06,-3.95,8.24,0.63,0.02,-3.09,8.24,0.54,0.16,-8.37,8.24,0.48,-0.51,2.41,8.24,0.48,-0.22,1.97,8.24,0.49,0.03,0.06,8.24,0.56,0.34,7.69,8.24,0.49,-0.09,1.17,8.24,0.51,0.1,-0.29,8.24,0.54,-0.13,7.23
,,,,,,,,,,,8.25,0.5,-0.71,-8.64,8.25,0.63,-0.11,-3.6,8.25,0.63,-0.01,-2.74,8.25,0.54,0.01,-7.88,8.25,0.47,-0.45,4.12,8.25,0.48,-0.13,3.98,8.25,0.49,0.03,-0.37,8.25,0.57,0.18,-8.44,8.25,0.49,-0.1,-1.53,8.25,0.51,-0.01,-5.24,8.25,0.54,0.04,15.54
,,,,,,,,,,,8.26,0.49,-0.86,-10.1,8.26,0.63,-0.13,-2.51,8.26,0.63,-0.03,-1.56,8.26,0.54,0,0.24,8.26,0.47,-0.42,2.22,8.26,0.48,-0.14,-0.61,8.26,0.49,0.02,-0.86,8.26,0.57,0.17,0.07,8.26,0.49,-0.12,0.25,8.26,0.51,0,-1.54,8.26,0.54,0.18,7.27
,,,,,,,,,,,8.27,0.48,-0.92,1.36,8.27,0.62,-0.16,-3.09,8.27,0.63,-0.05,-2.58,8.27,0.54,0.01,-3.79,8.27,0.46,-0.41,1.67,8.27,0.48,-0.14,0.68,8.27,0.49,0.01,-0.86,8.27,0.57,0.18,-4.73,8.27,0.49,-0.1,2.02,8.27,0.51,-0.04,-0.01,8.27,0.54,0.19,-5.02
,,,,,,,,,,,8.28,0.47,-0.83,4.97,8.28,0.62,-0.19,-2.66,8.28,0.63,-0.08,-2.82,8.28,0.54,-0.08,-12.16,8.28,0.46,-0.39,2.16,8.28,0.47,-0.12,2.15,8.28,0.49,0,-0.8,8.28,0.57,0.08,5.96,8.28,0.49,-0.08,-0.43,8.28,0.51,-0.01,4.14,8.28,0.54,0.08,-5.6
,,,,,,,,,,,8.29,0.46,-0.82,-0.43,8.29,0.62,-0.21,-2.08,8.29,0.63,-0.1,-1.13,8.29,0.54,-0.23,-2.73,8.29,0.46,-0.36,2.1,8.29,0.47,-0.1,2.33,8.29,0.49,-0.01,-1.35,8.29,0.57,0.3,-3.73,8.29,0.48,-0.1,-0.67,8.29,0.51,0.04,-1.1,8.29,0.54,0.07,-8.8
,,,,,,,,,,,8.3,0.45,-0.84,-0.77,8.3,0.62,-0.24,-2.66,8.3,0.63,-0.11,-2.15,8.3,0.53,-0.13,6.33,8.3,0.45,-0.35,2.42,8.3,0.47,-0.08,0.92,8.3,0.49,-0.03,-0.98,8.3,0.58,0,-20.64,8.3,0.48,-0.1,1.29,8.3,0.51,-0.03,-3.4,8.3,0.54,-0.09,-10.63
,,,,,,,,,,,8.31,0.44,-0.83,2.11,8.31,0.62,-0.26,-2.16,8.31,0.63,-0.14,-2.39,8.31,0.53,-0.1,-5.86,8.31,0.45,-0.32,3.93,8.31,0.47,-0.08,0.31,8.31,0.49,-0.03,0.12,8.31,0.57,-0.11,5.44,8.31,0.48,-0.08,1.41,8.31,0.51,-0.02,3.33,8.31,0.54,-0.14,13.49
,,,,,,,,,,,8.32,0.44,-0.8,3.39,8.32,0.61,-0.28,-2.15,8.32,0.62,-0.15,-0.78,8.32,0.53,-0.25,-4.74,8.32,0.45,-0.27,3.45,8.32,0.47,-0.07,1.17,8.32,0.49,-0.02,-0.8,8.32,0.57,0.11,15.06,8.32,0.48,-0.07,0.37,8.32,0.51,0.04,1.18,8.32,0.54,0.18,18.66
,,,,,,,,,,,8.33,0.43,-0.76,-4.03,8.33,0.61,-0.31,-2.38,8.33,0.62,-0.16,-1.29,8.33,0.53,-0.2,2.71,8.33,0.44,-0.25,3.45,8.33,0.47,-0.06,2.21,8.33,0.49,-0.04,-1.35,8.33,0.58,0.19,-1.42,8.33,0.48,-0.07,0.74,8.33,0.51,0,-1.54,8.33,0.54,0.24,-4.12
,,,,,,,,,,,8.34,0.42,-0.88,-4.31,8.34,0.61,-0.33,-0.94,8.34,0.62,-0.18,-1.29,8.34,0.53,-0.19,-4.67,8.34,0.44,-0.2,3.39,8.34,0.47,-0.03,1.84,8.34,0.49,-0.05,-0.92,8.34,0.58,0.08,-12.75,8.34,0.48,-0.05,1.84,8.34,0.51,0.01,0.56,8.34,0.55,0.09,-8.45
,,,,,,,,,,,8.35,0.41,-0.85,11.35,8.35,0.6,-0.33,-0.36,8.35,0.62,-0.19,-1.45,8.35,0.52,-0.29,-5.76,8.35,0.44,-0.18,3.55,8.35,0.47,-0.02,0.8,8.35,0.49,-0.06,-0.49,8.35,0.58,-0.06,-12.27,8.35,0.48,-0.03,0.92,8.35,0.51,0.01,-0.75,8.35,0.55,0.07,-9.87
,,,,,,,,,,,8.36,0.4,-0.65,14.98,8.36,0.6,-0.33,-1.01,8.36,0.62,-0.21,-0.51,8.36,0.52,-0.31,-1.36,8.36,0.44,-0.13,6.62,8.36,0.47,-0.01,1.17,8.36,0.49,-0.06,5.45E-13,8.36,0.58,-0.16,-3.88,8.36,0.48,-0.04,0.31,8.36,0.51,-0.01,1.97,8.36,0.55,-0.1,-10.22
,,,,,,,,,,,8.37,0.4,-0.55,8.85,8.37,0.6,-0.35,-0.15,8.37,0.62,-0.2,0.15,8.37,0.52,-0.32,-0.93,8.37,0.44,-0.05,5.44,8.37,0.47,0.01,2.15,8.37,0.49,-0.06,1.29E-13,8.37,0.57,-0.14,11.76,8.37,0.48,-0.03,1.29,8.37,0.51,0.05,0.32,8.37,0.54,-0.14,14.05
,,,,,,,,,,,8.38,0.39,-0.47,2.56,8.38,0.59,-0.34,0.86,8.38,0.61,-0.2,-1.01,8.38,0.51,-0.33,-0.43,8.38,0.44,-0.02,3.06,8.38,0.47,0.03,2.27,8.38,0.48,-0.06,0.12,8.38,0.57,0.07,11.69,8.38,0.48,-0.01,1.35,8.38,0.51,0,-2.53,8.38,0.54,0.18,18.11
,,,,,,,,,,,8.39,0.39,-0.5,2.2,8.39,0.59,-0.33,0.94,8.39,0.61,-0.22,0,8.39,0.51,-0.33,-0.43,8.39,0.44,0.02,2.47,8.39,0.47,0.05,1.29,8.39,0.48,-0.06,-0.86,8.39,0.58,0.09,-17.2,8.39,0.48,0,0.92,8.39,0.51,0,0.43,8.39,0.55,0.22,-3.82
,,,,,,,,,,,8.4,0.38,-0.43,10.63,8.4,0.59,-0.32,0.5,8.4,0.61,-0.21,-0.07,8.4,0.51,-0.34,-0.43,8.4,0.44,0.03,3.06,8.4,0.47,0.06,1.35,8.4,0.48,-0.08,-0.5,8.4,0.58,-0.27,-10.69,8.4,0.48,0.01,0.49,8.4,0.51,0.01,1.13,8.4,0.55,0.1,-7.71
,,,,,,,,,,,8.41,0.38,-0.29,8.1,8.41,0.58,-0.32,1.08,8.41,0.61,-0.22,0.28,8.41,0.5,-0.33,-0.43,8.41,0.44,0.08,6.61,8.41,0.47,0.08,0.92,8.41,0.48,-0.07,-3.56,8.41,0.57,-0.12,8.38,8.41,0.48,0.01,-0.12,8.41,0.51,0.02,-4.3,8.41,0.55,0.07,-4.04
,,,,,,,,,,,8.42,0.38,-0.27,4.32,8.42,0.58,-0.3,-6.6,8.42,0.61,-0.2,1.44,8.42,0.5,-0.34,-0.18,8.42,0.44,0.16,5.54,8.42,0.47,0.08,0.19,8.42,0.48,-0.15,-4.08,8.42,0.57,-0.1,-2.01,8.42,0.48,0.01,0.8,8.42,0.51,-0.08,-6.14,8.42,0.55,0.02,-9.65
,,,,,,,,,,,8.43,0.38,-0.2,8.52,8.43,0.58,-0.45,-9.61,8.43,0.6,-0.19,0.36,8.43,0.5,-0.34,-2.21,8.43,0.44,0.19,2.04,8.43,0.47,0.08,2.21,8.43,0.48,-0.15,8.59,8.43,0.57,-0.16,-3.44,8.43,0.48,0.02,1.41,8.43,0.51,-0.1,8.17,8.43,0.55,-0.12,-7.09
,,,,,,,,,,,8.44,0.37,-0.1,9.61,8.44,0.57,-0.49,19.72,8.44,0.6,-0.19,0.71,8.44,0.49,-0.39,-2.4,8.44,0.44,0.2,2.84,8.44,0.47,0.12,2.01,8.44,0.48,0.02,6.78,8.44,0.57,-0.17,-0.36,8.44,0.48,0.03,0.43,8.44,0.51,0.09,10.07,8.44,0.55,-0.12,6.88
,,,,,,,,,,,8.45,0.37,-0.01,8.17,8.45,0.57,-0.06,14.56,8.45,0.6,-0.18,1.8,8.45,0.49,-0.39,2.95,8.45,0.44,0.24,4.4,8.45,0.48,0.12,-0.55,8.45,0.48,-0.01,-6.81,8.45,0.57,-0.17,-0.93,8.45,0.48,0.03,0.43,8.45,0.51,0.1,-4.67,8.45,0.55,0.01,7.09
,,,,,,,,,,,8.46,0.37,0.07,7.6,8.46,0.57,-0.2,-10.82,8.46,0.6,-0.16,1.37,8.46,0.49,-0.33,3.45,8.46,0.45,0.29,3.6,8.46,0.48,0.11,0.31,8.46,0.48,-0.11,-4.71,8.46,0.57,-0.19,-0.43,8.46,0.48,0.04,0.43,8.46,0.51,-0.01,-6.17,8.46,0.55,0.02,5.73
,,,,,,,,,,,8.47,0.37,0.14,13.26,8.47,0.56,-0.27,0.31,8.47,0.6,-0.15,0.64,8.47,0.48,-0.32,3.33,8.47,0.45,0.32,2.14,8.47,0.48,0.13,1.41,8.47,0.48,-0.11,2.09,8.47,0.56,-0.18,0.27,8.47,0.48,0.04,0.49,8.47,0.51,-0.02,1.59,8.47,0.55,0.13,6.24
,,,,,,,,,,,8.48,0.38,0.33,15.59,8.48,0.56,-0.19,10.06,8.48,0.59,-0.14,2.08,8.48,0.48,-0.26,4.49,8.48,0.45,0.33,2.09,8.48,0.48,0.14,0.37,8.48,0.48,-0.07,2.7,8.48,0.56,-0.19,-5.65,8.48,0.48,0.05,0.18,8.48,0.51,0.02,3.09,8.48,0.55,0.14,-4.59
,,,,,,,,,,,8.49,0.38,0.46,-2.69,8.49,0.56,-0.07,15.19,8.49,0.59,-0.11,2.81,8.49,0.48,-0.23,3.08,8.49,0.46,0.36,2.63,8.49,0.48,0.14,0.92,8.49,0.48,-0.05,1.54,8.49,0.56,-0.29,0.57,8.49,0.48,0.05,-1.41,8.49,0.51,0.04,-0.73,8.49,0.55,0.04,-6.27
,,,,,,,,,,,8.5,0.39,0.28,-7.84,8.5,0.56,0.11,-6.74,8.5,0.59,-0.09,1.37,8.5,0.48,-0.2,2.58,8.5,0.46,0.38,2.32,8.5,0.48,0.16,0.55,8.5,0.48,-0.04,3.37,8.5,0.56,-0.17,2.94,8.5,0.48,0.02,-0.61,8.5,0.51,0.01,-1.97,8.5,0.55,0.02,-1.36
,,,,,,,,,,,8.51,0.39,0.3,10.1,8.51,0.56,-0.21,-14.89,8.51,0.59,-0.08,1.53,8.51,0.47,-0.18,2.52,8.51,0.46,0.4,1.03,8.51,0.48,0.15,-0.61,8.51,0.48,0.01,0.91,8.51,0.55,-0.23,0.15,8.51,0.48,0.03,0.92,8.51,0.51,0,-0.13,8.51,0.55,0.01,-0.86
,,,,,,,,,,,8.52,0.39,0.48,12.63,8.52,0.56,-0.19,14.2,8.52,0.59,-0.06,-3.3,8.52,0.47,-0.15,2.9,8.52,0.47,0.4,-0.49,8.52,0.48,0.14,0.92,8.52,0.48,-0.02,-3.43,8.52,0.55,-0.17,2.5,8.52,0.48,0.04,0.37,8.52,0.51,0.01,0.92,8.52,0.55,0,-0.93
,,,,,,,,,,,8.53,0.4,0.55,6.47,8.53,0.56,0.08,20.99,8.53,0.59,-0.14,-3.72,8.53,0.47,-0.12,3.87,8.53,0.47,0.39,-0.06,8.53,0.49,0.16,0.43,8.53,0.48,-0.06,-0.3,8.53,0.55,-0.18,-0.27,8.53,0.48,0.04,0.86,8.53,0.51,0.02,0.56,8.53,0.55,-0.01,-0.5
,,,,,,,,,,,8.54,0.4,0.61,6.14,8.54,0.56,0.23,-4.9,8.54,0.59,-0.13,13.12,8.54,0.47,-0.07,3.93,8.54,0.48,0.4,0.43,8.54,0.49,0.15,1.17,8.54,0.47,-0.03,2.21,8.54,0.55,-0.18,1.93,8.54,0.48,0.06,1.16,8.54,0.51,0.02,-0.43,8.54,0.55,-0.01,0.07
,,,,,,,,,,,8.55,0.41,0.67,5.01,8.55,0.56,-0.02,-17.67,8.55,0.59,0.12,14.19,8.55,0.47,-0.04,3.44,8.55,0.48,0.4,-0.18,8.55,0.49,0.19,-4.42,8.55,0.47,-0.01,1.78,8.55,0.55,-0.14,0.36,8.55,0.48,0.06,-1.29,8.55,0.51,0.01,-0.56,8.55,0.55,-0.01,-0.43
,,,,,,,,,,,8.56,0.42,0.71,1.6,8.56,0.56,-0.12,16.9,8.56,0.59,0.15,-3.44,8.56,0.47,0,3.38,8.56,0.48,0.4,5.03,8.56,0.49,0.06,-8.66,8.56,0.47,0.01,1.41,8.56,0.55,-0.17,0.45,8.56,0.48,0.03,-1.47,8.56,0.51,0.01,0.43,8.56,0.55,-0.02,-0.5
,,,,,,,,,,,8.57,0.42,0.71,6.21,8.57,0.56,0.32,17.11,8.57,0.59,0.05,-4.32,8.57,0.47,0.03,3.93,8.57,0.49,0.5,3.98,8.57,0.49,0.01,5.59,8.57,0.47,0.02,0.55,8.57,0.54,-0.13,3.92,8.57,0.49,0.03,-2.78E-13,8.57,0.51,0.02,0.43,8.57,0.55,-0.02,-2.78E-13
,,,,,,,,,,,8.58,0.43,0.84,9.32,8.58,0.57,0.22,-16.44,8.58,0.59,0.07,1.87,8.58,0.47,0.07,3.56,8.58,0.49,0.48,-7.36,8.58,0.49,0.18,7.25,8.58,0.48,0.02,-0.49,8.58,0.54,-0.09,0.5,8.58,0.49,0.03,-1.39E-13,8.58,0.51,0.02,0.49,8.58,0.55,-0.02,0.76
,,,,,,,,,,,8.59,0.44,0.89,-0.85,8.59,0.57,-0.01,6.9,8.59,0.59,0.09,0.86,8.59,0.47,0.1,2.58,8.59,0.5,0.36,-7.54,8.59,0.49,0.16,-6.08,8.59,0.48,0.01,-0.12,8.59,0.54,-0.12,-0.61,8.59,0.49,0.03,2.78E-13,8.59,0.51,0.03,0.19,8.59,0.55,0,-4.8
,,,,,,,,,,,8.6,0.45,0.82,-4.97,8.6,0.57,0.36,23.01,8.6,0.59,0.08,0.71,8.6,0.47,0.13,2.58,8.6,0.5,0.33,-2.14,8.6,0.49,0.05,-6.45,8.6,0.48,0.02,0.92,8.6,0.54,-0.1,3.94,8.6,0.49,0.03,-1.53E-13,8.6,0.51,0.02,-0.78,8.6,0.55,-0.11,-5.75
,,,,,,,,,,,8.61,0.46,0.79,-2.62,8.61,0.57,0.45,-4.65,8.61,0.59,0.1,1.87,8.61,0.47,0.15,2.52,8.61,0.5,0.31,-1.89,8.61,0.49,0.03,0.37,8.61,0.48,0.03,0.43,8.61,0.54,-0.05,3.78,8.61,0.49,0.03,0.06,8.61,0.51,0.01,-5.62,8.61,0.55,-0.12,4.8
,,,,,,,,,,,8.62,0.46,0.77,-2.13,8.62,0.58,0.27,-15.96,8.62,0.6,0.12,0.86,8.62,0.47,0.18,3.01,8.62,0.51,0.29,-3.86,8.62,0.5,0.06,1.23,8.62,0.48,0.02,0.37,8.62,0.54,-0.03,1.29,8.62,0.49,0.04,-0.43,8.62,0.51,-0.09,0.27,8.62,0.55,-0.02,4.85
,,,,,,,,,,,8.63,0.47,0.75,-1.96,8.63,0.58,0.13,-5.6,8.63,0.6,0.12,0.78,8.63,0.48,0.21,3.12,8.63,0.51,0.24,-3.92,8.63,0.5,0.06,-1.66,8.63,0.48,0.03,0.86,8.63,0.54,-0.02,1.29,8.63,0.49,0.03,-0.61,8.63,0.51,0.02,9.44,8.63,0.55,-0.02,0.86
